15136645;http://stackoverflow.com/posts/15136645/revisions;2;5
3980577;http://stackoverflow.com/posts/3980577/revisions;2;3
;;3;-1
13255970;http://stackoverflow.com/posts/13255970/revisions;2;2
;;3;2
;;4;5
;;5;5
;;6;5
;;7;5
;;8;-1
17756379;http://stackoverflow.com/posts/17756379/revisions;2;5
7865905;http://stackoverflow.com/posts/7865905/revisions;2;5
;;3;3
14499112;http://stackoverflow.com/posts/14499112/revisions;2;-1
;;3;1
;;4;2
;;5;2
1308797;http://stackoverflow.com/posts/1308797/revisions;2;1
;;3;-1
10497927;http://stackoverflow.com/posts/10497927/revisions;2;-1
;;3;-1
;;4;2
;;5;0
;;6;-1
7120174;http://stackoverflow.com/posts/7120174/revisions;2;0
;;3;-1
;;4;1
;;5;1
;;6;-1
17159472;http://stackoverflow.com/posts/17159472/revisions;2;-1
;;3;5
;;4;5
;;5;5
10782942;http://stackoverflow.com/posts/10782942/revisions;2;-1
;;3;2
13520359;http://stackoverflow.com/posts/13520359/revisions;2;2
;;3;-1
;;4;5
7609659;http://stackoverflow.com/posts/7609659/revisions;2;-1
;;3;3
;;4;2
;;5;-1
;;6;2
11353404;http://stackoverflow.com/posts/11353404/revisions;2;1
15838526;http://stackoverflow.com/posts/15838526/revisions;2;-1
;;3;5
12782911;http://stackoverflow.com/posts/12782911/revisions;2;-1
;;3;2
;;4;5
14695745;http://stackoverflow.com/posts/14695745/revisions;2;1
;;3;1
9051458;http://stackoverflow.com/posts/9051458/revisions;2;2
;;3;3
;;4;5
6098243;http://stackoverflow.com/posts/6098243/revisions;2;2
;;3;-1
3628356;http://stackoverflow.com/posts/3628356/revisions;2;-1
;;3;3
;;4;-1
16037189;http://stackoverflow.com/posts/16037189/revisions;2;2
;;3;1
;;4;-1
16739654;http://stackoverflow.com/posts/16739654/revisions;2;-1
;;3;5
8142152;http://stackoverflow.com/posts/8142152/revisions;2;3
5070158;http://stackoverflow.com/posts/5070158/revisions;2;-1
;;3;2
15258960;http://stackoverflow.com/posts/15258960/revisions;2;2
;;3;-1
10249554;http://stackoverflow.com/posts/10249554/revisions;2;2
;;3;-1
;;4;5
14894421;http://stackoverflow.com/posts/14894421/revisions;2;5
15458191;http://stackoverflow.com/posts/15458191/revisions;2;5
;;3;5
7607866;http://stackoverflow.com/posts/7607866/revisions;2;5
6432098;http://stackoverflow.com/posts/6432098/revisions;2;3
5263931;http://stackoverflow.com/posts/5263931/revisions;2;2
15166822;http://stackoverflow.com/posts/15166822/revisions;2;-1
;;3;1
;;4;2
;;5;3
16127338;http://stackoverflow.com/posts/16127338/revisions;2;1
;;3;-1
;;4;3
3347819;http://stackoverflow.com/posts/3347819/revisions;2;2
;;3;5
;;4;5
10892653;http://stackoverflow.com/posts/10892653/revisions;2;2
;;3;2
10859069;http://stackoverflow.com/posts/10859069/revisions;2;-1
;;3;-1
;;4;3
;;5;4
;;6;4
;;7;1
;;8;5
;;9;2
;;10;-1
;;11;-1
;;12;3
;;13;4
;;14;5
1357169;http://stackoverflow.com/posts/1357169/revisions;2;2
;;3;2
3157907;http://stackoverflow.com/posts/3157907/revisions;2;2
;;3;3
14034292;http://stackoverflow.com/posts/14034292/revisions;2;1
;;3;2
4856382;http://stackoverflow.com/posts/4856382/revisions;2;5
10157432;http://stackoverflow.com/posts/10157432/revisions;2;-1
;;3;5
16058943;http://stackoverflow.com/posts/16058943/revisions;2;1
;;3;2
5213979;http://stackoverflow.com/posts/5213979/revisions;2;5
;;3;3
5115261;http://stackoverflow.com/posts/5115261/revisions;2;2
;;3;2
9402475;http://stackoverflow.com/posts/9402475/revisions;2;2
;;3;-1
;;4;-1
2862464;http://stackoverflow.com/posts/2862464/revisions;2;0
;;3;2
;;4;-1
;;5;-1
;;6;5
;;7;-1
15390081;http://stackoverflow.com/posts/15390081/revisions;2;-1
;;3;-1
;;4;-1
;;5;5
;;6;5
8711062;http://stackoverflow.com/posts/8711062/revisions;2;2
;;3;5
13602279;http://stackoverflow.com/posts/13602279/revisions;2;0
;;3;-1
;;4;-1
;;5;5
5422472;http://stackoverflow.com/posts/5422472/revisions;2;-1
;;3;0
;;4;5
8468716;http://stackoverflow.com/posts/8468716/revisions;2;1
;;3;-1
10472844;http://stackoverflow.com/posts/10472844/revisions;2;-1
;;3;2
15251010;http://stackoverflow.com/posts/15251010/revisions;2;-1
;;3;2
;;4;-1
8707470;http://stackoverflow.com/posts/8707470/revisions;2;-1
;;3;2
6735184;http://stackoverflow.com/posts/6735184/revisions;2;2
15342700;http://stackoverflow.com/posts/15342700/revisions;2;2
10524050;http://stackoverflow.com/posts/10524050/revisions;2;5
;;3;3
;;4;5
13568579;http://stackoverflow.com/posts/13568579/revisions;2;0
;;3;3
;;4;-1
11613589;http://stackoverflow.com/posts/11613589/revisions;2;-1
;;3;3
;;4;2
12395926;http://stackoverflow.com/posts/12395926/revisions;2;2
;;3;5
;;4;5
;;5;-1
5844375;http://stackoverflow.com/posts/5844375/revisions;2;-1
;;3;2
;;4;-1
;;5;5
;;6;-1
;;7;5
;;8;5
15244697;http://stackoverflow.com/posts/15244697/revisions;2;-1
;;3;2
16271934;http://stackoverflow.com/posts/16271934/revisions;2;3
6164037;http://stackoverflow.com/posts/6164037/revisions;2;3
5393824;http://stackoverflow.com/posts/5393824/revisions;2;2
11619748;http://stackoverflow.com/posts/11619748/revisions;2;3
14185893;http://stackoverflow.com/posts/14185893/revisions;2;0
;;3;5
16246187;http://stackoverflow.com/posts/16246187/revisions;2;2
;;3;3
16663794;http://stackoverflow.com/posts/16663794/revisions;2;5
17892285;http://stackoverflow.com/posts/17892285/revisions;2;2
;;3;3
2008496;http://stackoverflow.com/posts/2008496/revisions;2;-1
;;3;3
;;4;5
;;5;5
;;6;5
16344497;http://stackoverflow.com/posts/16344497/revisions;2;0
;;3;0
;;4;2
14144947;http://stackoverflow.com/posts/14144947/revisions;2;2
;;3;2
16326068;http://stackoverflow.com/posts/16326068/revisions;2;-1
;;3;5
;;4;5
10532277;http://stackoverflow.com/posts/10532277/revisions;2;-1
;;3;-1
;;4;2
10712503;http://stackoverflow.com/posts/10712503/revisions;2;0
;;3;3
16291256;http://stackoverflow.com/posts/16291256/revisions;2;1
16270777;http://stackoverflow.com/posts/16270777/revisions;2;2
;;3;5
;;4;5
7685563;http://stackoverflow.com/posts/7685563/revisions;2;2
13790653;http://stackoverflow.com/posts/13790653/revisions;2;2
11253664;http://stackoverflow.com/posts/11253664/revisions;2;3
;;3;5
;;4;-1
;;5;5
14892482;http://stackoverflow.com/posts/14892482/revisions;2;5
;;3;5
;;4;-1
;;5;5
10961483;http://stackoverflow.com/posts/10961483/revisions;2;5
12211652;http://stackoverflow.com/posts/12211652/revisions;2;2
;;3;3
;;4;3
14716258;http://stackoverflow.com/posts/14716258/revisions;2;-1
;;3;1
;;4;-1
11515335;http://stackoverflow.com/posts/11515335/revisions;2;-1
;;3;3
8871368;http://stackoverflow.com/posts/8871368/revisions;2;3
13551049;http://stackoverflow.com/posts/13551049/revisions;2;-1
;;3;2
;;4;3
3435978;http://stackoverflow.com/posts/3435978/revisions;2;3
;;3;5
14480845;http://stackoverflow.com/posts/14480845/revisions;2;3
;;3;2
14187983;http://stackoverflow.com/posts/14187983/revisions;2;-1
;;3;5
4210131;http://stackoverflow.com/posts/4210131/revisions;2;-1
;;3;3
;;4;-1
;;5;-1
5821912;http://stackoverflow.com/posts/5821912/revisions;2;3
;;3;3
;;4;5
6833625;http://stackoverflow.com/posts/6833625/revisions;2;2
;;3;-1
;;4;-1
;;5;5
8482268;http://stackoverflow.com/posts/8482268/revisions;2;-1
;;3;2
;;4;-1
;;5;2
7806431;http://stackoverflow.com/posts/7806431/revisions;2;3
;;3;-1
;;4;1
5606883;http://stackoverflow.com/posts/5606883/revisions;2;-1
;;3;5
12156388;http://stackoverflow.com/posts/12156388/revisions;2;3
16806277;http://stackoverflow.com/posts/16806277/revisions;2;-1
;;3;2
;;4;2
;;5;2
5171793;http://stackoverflow.com/posts/5171793/revisions;2;3
;;3;2
10263804;http://stackoverflow.com/posts/10263804/revisions;2;5
;;3;5
8054250;http://stackoverflow.com/posts/8054250/revisions;2;1
6010349;http://stackoverflow.com/posts/6010349/revisions;2;3
16678383;http://stackoverflow.com/posts/16678383/revisions;2;0
;;3;3
8052208;http://stackoverflow.com/posts/8052208/revisions;2;2
14192113;http://stackoverflow.com/posts/14192113/revisions;2;2
15541747;http://stackoverflow.com/posts/15541747/revisions;2;0
;;3;3
;;4;3
;;5;-1
;;6;3
;;7;5
7370382;http://stackoverflow.com/posts/7370382/revisions;2;0
;;3;0
;;4;-1
3542519;http://stackoverflow.com/posts/3542519/revisions;2;2
;;3;-1
;;4;5
;;5;3
;;6;5
;;7;-1
;;8;5
865785;http://stackoverflow.com/posts/865785/revisions;2;3
6878714;http://stackoverflow.com/posts/6878714/revisions;2;2
15097341;http://stackoverflow.com/posts/15097341/revisions;2;1
17926741;http://stackoverflow.com/posts/17926741/revisions;2;-1
;;3;3
;;4;-1
;;5;-1
10749440;http://stackoverflow.com/posts/10749440/revisions;2;5
6690305;http://stackoverflow.com/posts/6690305/revisions;2;3
;;3;1
5615110;http://stackoverflow.com/posts/5615110/revisions;2;5
;;3;5
;;4;5
11781640;http://stackoverflow.com/posts/11781640/revisions;2;2
14843820;http://stackoverflow.com/posts/14843820/revisions;2;3
;;3;3
;;4;3
;;5;-1
;;6;5
17683984;http://stackoverflow.com/posts/17683984/revisions;2;3
;;3;2
;;4;5
12163765;http://stackoverflow.com/posts/12163765/revisions;2;5
17925650;http://stackoverflow.com/posts/17925650/revisions;2;3
;;3;5
;;4;3
;;5;5
12594709;http://stackoverflow.com/posts/12594709/revisions;2;2
;;3;2
;;4;3
;;5;-1
2147862;http://stackoverflow.com/posts/2147862/revisions;2;3
;;3;-1
;;4;5
15285783;http://stackoverflow.com/posts/15285783/revisions;2;3
;;3;3
13514266;http://stackoverflow.com/posts/13514266/revisions;2;3
13235739;http://stackoverflow.com/posts/13235739/revisions;2;5
;;3;2
;;4;5
;;5;-1
;;6;-1
;;7;-1
;;8;2
;;9;-1
;;10;5
;;11;-1
13522460;http://stackoverflow.com/posts/13522460/revisions;2;-1
;;3;2
;;4;-1
16688673;http://stackoverflow.com/posts/16688673/revisions;2;-1
;;3;3
;;4;2
8338980;http://stackoverflow.com/posts/8338980/revisions;2;0
;;3;2
;;4;3
9625125;http://stackoverflow.com/posts/9625125/revisions;2;5
8545831;http://stackoverflow.com/posts/8545831/revisions;2;5
;;3;5
15707688;http://stackoverflow.com/posts/15707688/revisions;2;2
;;3;5
16703068;http://stackoverflow.com/posts/16703068/revisions;2;5
;;3;5
;;4;5
7511594;http://stackoverflow.com/posts/7511594/revisions;2;-1
;;3;2
;;4;3
;;5;2
17444395;http://stackoverflow.com/posts/17444395/revisions;2;5
10808876;http://stackoverflow.com/posts/10808876/revisions;2;-1
;;3;3
;;4;5
13166127;http://stackoverflow.com/posts/13166127/revisions;2;2
;;3;3
15733349;http://stackoverflow.com/posts/15733349/revisions;2;1
;;3;3
;;4;5
;;5;5
;;6;-1
10593841;http://stackoverflow.com/posts/10593841/revisions;2;2
13762098;http://stackoverflow.com/posts/13762098/revisions;2;5
;;3;5
;;4;-1
17198644;http://stackoverflow.com/posts/17198644/revisions;2;-1
;;3;-1
;;4;3
10038837;http://stackoverflow.com/posts/10038837/revisions;2;3
;;3;5
;;4;-1
;;5;-1
6172214;http://stackoverflow.com/posts/6172214/revisions;2;-1
;;3;2
;;4;5
15826487;http://stackoverflow.com/posts/15826487/revisions;2;-1
;;3;3
;;4;3
;;5;3
14794296;http://stackoverflow.com/posts/14794296/revisions;2;2
;;3;3
3536441;http://stackoverflow.com/posts/3536441/revisions;2;1
;;3;3
16918074;http://stackoverflow.com/posts/16918074/revisions;2;-1
;;3;-1
;;4;5
;;5;5
;;6;-1
;;7;-1
;;8;-1
9895485;http://stackoverflow.com/posts/9895485/revisions;2;2
;;3;-1
16802706;http://stackoverflow.com/posts/16802706/revisions;2;-1
;;3;-1
;;4;5
;;5;5
14316839;http://stackoverflow.com/posts/14316839/revisions;2;3
;;3;5
886338;http://stackoverflow.com/posts/886338/revisions;2;3
;;3;5
7310603;http://stackoverflow.com/posts/7310603/revisions;2;-1
16643652;http://stackoverflow.com/posts/16643652/revisions;2;2
17235525;http://stackoverflow.com/posts/17235525/revisions;2;-1
;;3;5
17174088;http://stackoverflow.com/posts/17174088/revisions;2;2
;;3;5
15582793;http://stackoverflow.com/posts/15582793/revisions;2;3
3026506;http://stackoverflow.com/posts/3026506/revisions;2;5
8052302;http://stackoverflow.com/posts/8052302/revisions;2;4
;;3;1
;;4;-1
;;5;5
;;6;-1
;;7;5
11927119;http://stackoverflow.com/posts/11927119/revisions;2;5
;;3;5
;;4;5
;;5;5
9004625;http://stackoverflow.com/posts/9004625/revisions;2;3
;;3;3
;;4;3
;;5;5
;;6;5
;;7;4
;;8;5
11570771;http://stackoverflow.com/posts/11570771/revisions;2;3
;;3;2
6495829;http://stackoverflow.com/posts/6495829/revisions;2;3
;;3;2
;;4;2
4914774;http://stackoverflow.com/posts/4914774/revisions;2;3
;;3;-1
11417175;http://stackoverflow.com/posts/11417175/revisions;2;-1
;;3;3
;;4;3
;;5;-1
15965785;http://stackoverflow.com/posts/15965785/revisions;2;5
;;3;5
9420380;http://stackoverflow.com/posts/9420380/revisions;2;2
9741242;http://stackoverflow.com/posts/9741242/revisions;2;-1
;;3;-1
;;4;2
;;5;-1
11669087;http://stackoverflow.com/posts/11669087/revisions;2;2
;;3;-1
9211490;http://stackoverflow.com/posts/9211490/revisions;2;-1
;;3;-1
;;4;2
8218214;http://stackoverflow.com/posts/8218214/revisions;2;-1
;;3;2
;;4;5
12848748;http://stackoverflow.com/posts/12848748/revisions;2;1
17504577;http://stackoverflow.com/posts/17504577/revisions;2;5
;;3;3
;;4;5
8665021;http://stackoverflow.com/posts/8665021/revisions;2;5
;;3;5
951923;http://stackoverflow.com/posts/951923/revisions;2;3
;;3;-1
;;4;3
16608884;http://stackoverflow.com/posts/16608884/revisions;2;-1
;;3;3
10094197;http://stackoverflow.com/posts/10094197/revisions;2;3
;;3;3
13716245;http://stackoverflow.com/posts/13716245/revisions;2;-1
;;3;3
;;4;-1
;;5;3
;;6;-1
;;7;3
13459065;http://stackoverflow.com/posts/13459065/revisions;2;-1
;;3;4
;;4;3
5639803;http://stackoverflow.com/posts/5639803/revisions;2;3
;;3;3
;;4;3
6880892;http://stackoverflow.com/posts/6880892/revisions;2;-1
;;3;5
;;4;5
4281983;http://stackoverflow.com/posts/4281983/revisions;2;3
10266240;http://stackoverflow.com/posts/10266240/revisions;2;2
;;3;3
14423681;http://stackoverflow.com/posts/14423681/revisions;2;2
;;3;-1
;;4;2
;;5;-1
13592194;http://stackoverflow.com/posts/13592194/revisions;2;-1
;;3;3
;;4;-1
;;5;-1
;;6;2
;;7;-1
7061123;http://stackoverflow.com/posts/7061123/revisions;2;3
;;3;-1
6080132;http://stackoverflow.com/posts/6080132/revisions;2;2
;;3;5
11673878;http://stackoverflow.com/posts/11673878/revisions;2;5
;;3;5
15036012;http://stackoverflow.com/posts/15036012/revisions;2;3
11246871;http://stackoverflow.com/posts/11246871/revisions;2;2
;;3;2
1797773;http://stackoverflow.com/posts/1797773/revisions;2;-1
;;3;2
8228494;http://stackoverflow.com/posts/8228494/revisions;2;3
;;3;2
;;4;1
16043665;http://stackoverflow.com/posts/16043665/revisions;2;2
;;3;-1
;;4;5
14423698;http://stackoverflow.com/posts/14423698/revisions;2;2
11722388;http://stackoverflow.com/posts/11722388/revisions;2;2
;;3;5
;;4;5
11079319;http://stackoverflow.com/posts/11079319/revisions;2;3
;;3;5
;;4;5
;;5;5
;;6;-1
7349913;http://stackoverflow.com/posts/7349913/revisions;2;5
;;3;-1
;;4;4
;;5;4
;;6;5
;;7;5
8898202;http://stackoverflow.com/posts/8898202/revisions;2;2
;;3;3
3669615;http://stackoverflow.com/posts/3669615/revisions;2;3
;;3;5
;;4;5
;;5;5
3148512;http://stackoverflow.com/posts/3148512/revisions;2;3
;;3;-1
;;4;5
;;5;-1
2039454;http://stackoverflow.com/posts/2039454/revisions;2;-1
;;3;3
7517855;http://stackoverflow.com/posts/7517855/revisions;2;2
;;3;-1
3870538;http://stackoverflow.com/posts/3870538/revisions;2;3
;;3;3
;;4;3
;;5;3
10961481;http://stackoverflow.com/posts/10961481/revisions;2;3
;;3;2
2522793;http://stackoverflow.com/posts/2522793/revisions;2;-1
;;3;2
;;4;2
9336490;http://stackoverflow.com/posts/9336490/revisions;2;-1
;;3;-1
;;4;-1
;;5;5
10852295;http://stackoverflow.com/posts/10852295/revisions;2;-1
;;3;2
;;4;-1
;;5;5
;;6;5
15423149;http://stackoverflow.com/posts/15423149/revisions;2;2
;;3;3
1640114;http://stackoverflow.com/posts/1640114/revisions;2;5
12201655;http://stackoverflow.com/posts/12201655/revisions;2;3
;;3;5
9275065;http://stackoverflow.com/posts/9275065/revisions;2;3
;;3;-1
;;4;5
6082847;http://stackoverflow.com/posts/6082847/revisions;2;-1
;;3;3
;;4;-1
14405578;http://stackoverflow.com/posts/14405578/revisions;2;2
;;3;-1
;;4;-1
8732350;http://stackoverflow.com/posts/8732350/revisions;2;2
;;3;-1
;;4;3
;;5;-1
16176832;http://stackoverflow.com/posts/16176832/revisions;2;-1
;;3;3
;;4;5
;;5;5
7831235;http://stackoverflow.com/posts/7831235/revisions;2;-1
;;3;3
;;4;3
13711044;http://stackoverflow.com/posts/13711044/revisions;2;2
;;3;-1
;;4;3
;;5;-1
;;6;5
;;7;5
;;8;5
;;9;5
17581767;http://stackoverflow.com/posts/17581767/revisions;2;-1
;;3;2
3088074;http://stackoverflow.com/posts/3088074/revisions;2;3
;;3;3
7427791;http://stackoverflow.com/posts/7427791/revisions;2;3
14085843;http://stackoverflow.com/posts/14085843/revisions;2;-1
;;3;3
;;4;2
;;5;3
12347092;http://stackoverflow.com/posts/12347092/revisions;2;3
;;3;-1
;;4;-1
;;5;5
13133527;http://stackoverflow.com/posts/13133527/revisions;2;2
11499812;http://stackoverflow.com/posts/11499812/revisions;2;3
;;3;0
;;4;1
;;5;-1
;;6;-1
16017117;http://stackoverflow.com/posts/16017117/revisions;2;3
16447201;http://stackoverflow.com/posts/16447201/revisions;2;-1
;;3;2
14341859;http://stackoverflow.com/posts/14341859/revisions;2;2
;;3;5
16989924;http://stackoverflow.com/posts/16989924/revisions;2;2
;;3;5
;;4;-1
7995112;http://stackoverflow.com/posts/7995112/revisions;2;5
;;3;1
;;4;5
7874281;http://stackoverflow.com/posts/7874281/revisions;2;5
13278955;http://stackoverflow.com/posts/13278955/revisions;2;3
;;3;-1
;;4;-1
;;5;2
;;6;-1
3511179;http://stackoverflow.com/posts/3511179/revisions;2;2
;;3;3
;;4;-1
;;5;-1
14657490;http://stackoverflow.com/posts/14657490/revisions;2;3
;;3;3
8849134;http://stackoverflow.com/posts/8849134/revisions;2;2
;;3;3
10421306;http://stackoverflow.com/posts/10421306/revisions;2;-1
;;3;-1
;;4;2
11464436;http://stackoverflow.com/posts/11464436/revisions;2;3
15734520;http://stackoverflow.com/posts/15734520/revisions;2;3
14987003;http://stackoverflow.com/posts/14987003/revisions;2;1
;;3;-1
;;4;2
;;5;3
;;6;5
;;7;5
10624764;http://stackoverflow.com/posts/10624764/revisions;2;-1
;;3;-1
;;4;5
;;5;5
10907390;http://stackoverflow.com/posts/10907390/revisions;2;3
;;3;3
;;4;5
3993345;http://stackoverflow.com/posts/3993345/revisions;2;2
;;3;2
;;4;5
;;5;-1
;;6;2
;;7;-1
;;8;5
7967019;http://stackoverflow.com/posts/7967019/revisions;2;4
;;3;5
;;4;5
;;5;2
5625608;http://stackoverflow.com/posts/5625608/revisions;2;2
;;3;3
;;4;3
7917321;http://stackoverflow.com/posts/7917321/revisions;2;2
10940170;http://stackoverflow.com/posts/10940170/revisions;2;3
;;3;3
7638796;http://stackoverflow.com/posts/7638796/revisions;2;3
;;3;3
;;4;3
;;5;5
;;6;-1
7304834;http://stackoverflow.com/posts/7304834/revisions;2;-1
;;3;-1
;;4;2
;;5;-1
14006032;http://stackoverflow.com/posts/14006032/revisions;2;-1
;;3;2
5963539;http://stackoverflow.com/posts/5963539/revisions;2;2
;;3;2
;;4;-1
;;5;2
12582678;http://stackoverflow.com/posts/12582678/revisions;2;2
;;3;3
;;4;-1
14286917;http://stackoverflow.com/posts/14286917/revisions;2;2
1275672;http://stackoverflow.com/posts/1275672/revisions;2;-1
;;3;2
;;4;3
;;5;5
10453291;http://stackoverflow.com/posts/10453291/revisions;2;5
12642075;http://stackoverflow.com/posts/12642075/revisions;2;-1
;;3;-1
;;4;2
5662492;http://stackoverflow.com/posts/5662492/revisions;2;2
11684826;http://stackoverflow.com/posts/11684826/revisions;2;-1
;;3;2
7893712;http://stackoverflow.com/posts/7893712/revisions;2;2
;;3;-1
17460869;http://stackoverflow.com/posts/17460869/revisions;2;3
;;3;2
;;4;2
10170144;http://stackoverflow.com/posts/10170144/revisions;2;3
;;3;2
;;4;-1
8711969;http://stackoverflow.com/posts/8711969/revisions;2;3
;;3;3
;;4;5
14198563;http://stackoverflow.com/posts/14198563/revisions;2;-1
;;3;5
;;4;5
14708516;http://stackoverflow.com/posts/14708516/revisions;2;-1
;;3;-1
;;4;5
9486118;http://stackoverflow.com/posts/9486118/revisions;2;3
;;3;2
;;4;-1
;;5;-1
;;6;5
6485799;http://stackoverflow.com/posts/6485799/revisions;2;-1
;;3;-1
;;4;3
;;5;3
;;6;3
;;7;2
;;8;3
;;9;2
15085352;http://stackoverflow.com/posts/15085352/revisions;2;3
;;3;-1
;;4;3
;;5;2
;;6;5
16228140;http://stackoverflow.com/posts/16228140/revisions;2;2
;;3;3
10719022;http://stackoverflow.com/posts/10719022/revisions;2;-1
;;3;-1
;;4;3
17665116;http://stackoverflow.com/posts/17665116/revisions;2;1
;;3;1
;;4;-1
;;5;5
7972658;http://stackoverflow.com/posts/7972658/revisions;2;2
;;3;-1
;;4;2
;;5;-1
;;6;-1
4949811;http://stackoverflow.com/posts/4949811/revisions;2;3
;;3;-1
;;4;-1
13864758;http://stackoverflow.com/posts/13864758/revisions;2;-1
;;3;2
;;4;-1
17108795;http://stackoverflow.com/posts/17108795/revisions;2;2
;;3;-1
;;4;5
;;5;-1
13156159;http://stackoverflow.com/posts/13156159/revisions;2;5
;;3;-1
;;4;1
;;5;3
15730498;http://stackoverflow.com/posts/15730498/revisions;2;-1
;;3;5
16324419;http://stackoverflow.com/posts/16324419/revisions;2;3
;;3;3
;;4;-1
221001;http://stackoverflow.com/posts/221001/revisions;2;5
;;3;-1
;;4;2
5873482;http://stackoverflow.com/posts/5873482/revisions;2;2
;;3;2
;;4;5
;;5;5
;;6;5
7429964;http://stackoverflow.com/posts/7429964/revisions;2;5
;;3;5
;;4;5
1083213;http://stackoverflow.com/posts/1083213/revisions;2;3
;;3;2
14866254;http://stackoverflow.com/posts/14866254/revisions;2;3
;;3;-1
;;4;3
13129357;http://stackoverflow.com/posts/13129357/revisions;2;2
;;3;-1
;;4;-1
5105976;http://stackoverflow.com/posts/5105976/revisions;2;3
14700370;http://stackoverflow.com/posts/14700370/revisions;2;0
;;3;3
;;4;2
;;5;-1
;;6;-1
13791059;http://stackoverflow.com/posts/13791059/revisions;2;5
;;3;-1
;;4;-1
;;5;3
;;6;-1
;;7;3
;;8;5
18001749;http://stackoverflow.com/posts/18001749/revisions;2;2
;;3;5
;;4;-1
14579547;http://stackoverflow.com/posts/14579547/revisions;2;2
9529181;http://stackoverflow.com/posts/9529181/revisions;2;5
;;3;-1
;;4;-1
;;5;5
14008158;http://stackoverflow.com/posts/14008158/revisions;2;3
;;3;1
;;4;5
7241591;http://stackoverflow.com/posts/7241591/revisions;2;-1
;;3;5
;;4;-1
;;5;3
;;6;5
;;7;-1
9607008;http://stackoverflow.com/posts/9607008/revisions;2;2
;;3;-1
;;4;-1
;;5;-1
4181857;http://stackoverflow.com/posts/4181857/revisions;2;3
;;3;2
6430562;http://stackoverflow.com/posts/6430562/revisions;2;2
8977895;http://stackoverflow.com/posts/8977895/revisions;2;-1
;;3;1
;;4;3
;;5;-1
11284326;http://stackoverflow.com/posts/11284326/revisions;2;-1
;;3;3
;;4;2
7811729;http://stackoverflow.com/posts/7811729/revisions;2;3
;;3;2
16338792;http://stackoverflow.com/posts/16338792/revisions;2;3
;;3;2
17852050;http://stackoverflow.com/posts/17852050/revisions;2;2
