tag,user,act,exp,par
asp.net-mvc,135,1,0.0,0
asp.net-mvc,137,1,0.0,0
asp.net-mvc,1179789,0,0,1
asp.net-mvc,148,2,7.5,0
asp.net-mvc,149,0,0,1
asp.net-mvc,393373,0,0,1
asp.net-mvc,131231,1,0.0,3
asp.net-mvc,131236,0,0,1
asp.net-mvc,169,1,2.0,3
asp.net-mvc,131242,1,0.0,0
asp.net-mvc,786608,1,0.0,0
asp.net-mvc,524475,0,0,1
asp.net-mvc,188,0,0,1
asp.net-mvc,393406,0,0,1
asp.net-mvc,191,1,3.0,0
asp.net-mvc,192,2,4.5,1
asp.net-mvc,193,4,3.25,0
asp.net-mvc,524482,4,2.25,0
asp.net-mvc,786627,1,0.0,0
asp.net-mvc,131268,2,0.5,1
asp.net-mvc,131270,1,8.0,1
asp.net-mvc,200,6,16.3333333333,0
asp.net-mvc,203,5,4.0,5
asp.net-mvc,204,1,0.0,0
asp.net-mvc,205,7,2.57142857143,2
asp.net-mvc,207,6,3.83333333333,1
asp.net-mvc,208,0,0,1
asp.net-mvc,209,18,3.0,11
asp.net-mvc,210,0,0,1
asp.net-mvc,223,2,2.0,0
asp.net-mvc,225,2,2.0,1
asp.net-mvc,393445,1,2.0,0
asp.net-mvc,230,8,11.75,4
asp.net-mvc,231,1,51.0,0
asp.net-mvc,1310952,6,0.333333333333,3
asp.net-mvc,234,7,4.85714285714,0
asp.net-mvc,262379,1,2.0,2
asp.net-mvc,242,2,1.5,2
asp.net-mvc,243,1,1.0,0
asp.net-mvc,245,0,0,1
asp.net-mvc,247,4,4.75,0
asp.net-mvc,1048833,1,0.0,0
asp.net-mvc,258,1,0.0,1
asp.net-mvc,259,1,1.0,0
asp.net-mvc,260,3,6.0,2
asp.net-mvc,1048837,4,1.0,0
asp.net-mvc,264,1,0.0,2
asp.net-mvc,266,2,0.5,1
asp.net-mvc,267,8,12.0,24
asp.net-mvc,268,1,1.0,1
asp.net-mvc,270,20,11.55,20
asp.net-mvc,131345,1,1.0,0
asp.net-mvc,275,0,0,1
asp.net-mvc,786715,2,0.0,1
asp.net-mvc,285,3,0.666666666667,3
asp.net-mvc,1048869,1,0.0,0
asp.net-mvc,296,2,2.0,1
asp.net-mvc,298,0,0,2
asp.net-mvc,299,0,0,1
asp.net-mvc,655667,1,13.0,1
asp.net-mvc,393526,1,8.0,0
asp.net-mvc,312,2,3.5,1
asp.net-mvc,313,0,0,1
asp.net-mvc,317,2,1.0,0
asp.net-mvc,320,23,13.0434782609,5
asp.net-mvc,326,1,9.0,2
asp.net-mvc,786763,1,4.0,0
asp.net-mvc,332,1,0.0,1
asp.net-mvc,131407,0,0,3
asp.net-mvc,337,9,2.0,6
asp.net-mvc,338,11,4.09090909091,2
asp.net-mvc,131411,0,0,2
asp.net-mvc,786774,2,0.0,0
asp.net-mvc,1201551,0,0,1
asp.net-mvc,349,0,0,1
asp.net-mvc,502501,1,0.0,0
asp.net-mvc,354,1,1.0,1
asp.net-mvc,356,3,2.33333333333,3
asp.net-mvc,358,2,1.0,0
asp.net-mvc,131431,1,2.0,0
asp.net-mvc,361,21,1.47619047619,4
asp.net-mvc,364,33,4.45454545455,19
asp.net-mvc,1442157,1,0.0,0
asp.net-mvc,131441,0,0,1
asp.net-mvc,370,2,1.0,0
asp.net-mvc,371,1,2.0,2
asp.net-mvc,372,18,2.94444444444,5
asp.net-mvc,62,1,0.0,0
asp.net-mvc,376,6,15.1666666667,4
asp.net-mvc,377,4,0.0,0
asp.net-mvc,380,2,1.0,1
asp.net-mvc,383,2,1.5,0
asp.net-mvc,384,5,1.2,6
asp.net-mvc,131458,0,0,2
asp.net-mvc,390,1,1.0,0
asp.net-mvc,392,6,3.0,4
asp.net-mvc,396,0,0,1
asp.net-mvc,403,1,0.0,0
asp.net-mvc,404,4,1.0,6
asp.net-mvc,411,1,0.0,9
asp.net-mvc,414,0,0,1
asp.net-mvc,415,1,12.0,0
asp.net-mvc,419,26,5.69230769231,26
asp.net-mvc,423,3,2.66666666667,0
asp.net-mvc,425,2,0.5,7
asp.net-mvc,428,1,0.0,0
asp.net-mvc,524723,1,0.0,0
asp.net-mvc,437,1,1.0,0
asp.net-mvc,438,3,1.33333333333,0
asp.net-mvc,439,14,2.42857142857,5
asp.net-mvc,131512,4,1.25,1
asp.net-mvc,444,1,1.0,0
asp.net-mvc,393669,7,2.57142857143,4
asp.net-mvc,131527,1,-2.0,0
asp.net-mvc,463,1,0.0,1
asp.net-mvc,470,3,0.666666666667,12
asp.net-mvc,472,1,5.0,0
asp.net-mvc,1180123,1,0.0,0
asp.net-mvc,476,5,4.0,8
asp.net-mvc,479,1,8.0,1
asp.net-mvc,481,8,9.875,0
asp.net-mvc,487,6,0.166666666667,5
asp.net-mvc,131560,3,0.333333333333,0
asp.net-mvc,524777,4,0.5,1
asp.net-mvc,131564,1,1.0,0
asp.net-mvc,493,49,1.51020408163,6
asp.net-mvc,506,4,3.0,0
asp.net-mvc,507,3,0.333333333333,3
asp.net-mvc,262653,1,0.0,0
asp.net-mvc,514,1,0.0,0
asp.net-mvc,1704458,3,0.333333333333,1
asp.net-mvc,655883,3,2.33333333333,1
asp.net-mvc,525,1,9.0,0
asp.net-mvc,393748,3,2.66666666667,0
asp.net-mvc,534,1,1.0,0
asp.net-mvc,536,6,4.16666666667,9
asp.net-mvc,537,15,4.13333333333,10
asp.net-mvc,589228,1,0.0,0
asp.net-mvc,541,1,3.0,0
asp.net-mvc,262235,2,0.5,1
asp.net-mvc,549,14,1.71428571429,9
asp.net-mvc,551,0,0,1
asp.net-mvc,1043990,1,1.0,0
asp.net-mvc,93,2,2.5,2
asp.net-mvc,563,1,0.0,3
asp.net-mvc,393783,1,1.0,0
asp.net-mvc,571,20,4.1,6
asp.net-mvc,572,1,1.0,3
asp.net-mvc,581,2,4.5,0
asp.net-mvc,787016,4,3.5,1
asp.net-mvc,524874,4,0.75,0
asp.net-mvc,262731,1,1.0,0
asp.net-mvc,393805,1,0.0,0
asp.net-mvc,1704529,1,2.0,0
asp.net-mvc,589923,2,0.5,3
asp.net-mvc,598,197,7.84771573604,46
asp.net-mvc,655965,3,39.6666666667,4
asp.net-mvc,608,7,1.85714285714,3
asp.net-mvc,611,9,1.66666666667,2
asp.net-mvc,615,16,9.125,8
asp.net-mvc,131688,9,1.88888888889,0
asp.net-mvc,1311339,1,1.0,3
asp.net-mvc,1136062,0,0,2
asp.net-mvc,636,6,0.833333333333,5
asp.net-mvc,637,2,0.5,0
asp.net-mvc,148415,0,0,1
asp.net-mvc,646,2,0.5,3
asp.net-mvc,648,4,4.0,0
asp.net-mvc,656010,0,0,2
asp.net-mvc,653,11,10.1818181818,1
asp.net-mvc,131729,0,0,1
asp.net-mvc,393877,1,0.0,0
asp.net-mvc,1442455,1,4.0,0
asp.net-mvc,667,2,1.0,0
asp.net-mvc,21957,1,5.0,0
asp.net-mvc,672,1,0.0,1
asp.net-mvc,576139,0,0,1
asp.net-mvc,524968,2,0.5,0
asp.net-mvc,681,2,2.5,1
asp.net-mvc,689,1,-2.0,0
asp.net-mvc,691,3,1.66666666667,1
asp.net-mvc,393908,1,1.0,2
asp.net-mvc,697,1,4.0,2
asp.net-mvc,524987,1,0.0,5
asp.net-mvc,656068,1,1.0,0
asp.net-mvc,656069,1,0.0,0
asp.net-mvc,1180359,1,2.0,0
asp.net-mvc,656072,1,0.0,0
asp.net-mvc,131785,3,1.33333333333,3
asp.net-mvc,1180363,1,0.0,0
asp.net-mvc,718,4,4.5,1
asp.net-mvc,722,1,1.0,0
asp.net-mvc,1704659,1,1.0,0
asp.net-mvc,262868,0,0,1
asp.net-mvc,727,3,0.666666666667,0
asp.net-mvc,393945,2,2.0,0
asp.net-mvc,1704666,1,0.0,0
asp.net-mvc,262875,2,1.0,5
asp.net-mvc,736,32,14.25,4
asp.net-mvc,131809,3,0.333333333333,5
asp.net-mvc,262883,1,0.0,0
asp.net-mvc,740,4,1.5,0
asp.net-mvc,743,2,8.0,2
asp.net-mvc,745,1,0.0,0
asp.net-mvc,131818,30,2.26666666667,31
asp.net-mvc,262892,1,0.0,0
asp.net-mvc,756,1,0.0,0
asp.net-mvc,787195,2,0.5,1
asp.net-mvc,767,2,4.0,0
asp.net-mvc,769,6,4.83333333333,3
asp.net-mvc,770,2,1.0,0
asp.net-mvc,775,1,3.0,1
asp.net-mvc,131848,1,0.0,0
asp.net-mvc,1180426,9,1.22222222222,20
asp.net-mvc,1311500,1,1.0,2
asp.net-mvc,781,25,1.04,34
asp.net-mvc,784,1,0.0,0
asp.net-mvc,1180433,1,1.0,2
asp.net-mvc,240430,0,0,1
asp.net-mvc,791,0,0,1
asp.net-mvc,794,7,0.428571428571,2
asp.net-mvc,394012,1,0.0,0
asp.net-mvc,131870,6,0.666666666667,0
asp.net-mvc,799,1,1.0,0
asp.net-mvc,810,1,0.0,1
asp.net-mvc,811,2,6.5,14
asp.net-mvc,394028,99,1.18181818182,20
asp.net-mvc,814,1,0.0,1
asp.net-mvc,1573679,1,1.0,0
asp.net-mvc,1180471,1,4.0,0
asp.net-mvc,1311550,3,1.33333333333,0
asp.net-mvc,831,1,7.0,0
asp.net-mvc,832,4,6.75,5
asp.net-mvc,787266,1,0.0,0
asp.net-mvc,262980,0,0,1
asp.net-mvc,838,0,0,1
asp.net-mvc,918345,3,0.0,0
asp.net-mvc,1180492,1,0.0,0
asp.net-mvc,131926,7,1.14285714286,36
asp.net-mvc,263003,6,0.833333333333,4
asp.net-mvc,263004,1,2.0,2
asp.net-mvc,263008,9,0.888888888889,4
asp.net-mvc,131940,1,0.0,0
asp.net-mvc,869,1,2.0,0
asp.net-mvc,131944,1,4.0,1
asp.net-mvc,878,1,2.0,1
asp.net-mvc,263023,2,0.0,0
asp.net-mvc,656243,1,0.0,0
asp.net-mvc,43838,5,0.8,0
asp.net-mvc,525174,1,0.0,0
asp.net-mvc,890,2,4.5,0
asp.net-mvc,893,4,5.0,8
asp.net-mvc,894,0,0,2
asp.net-mvc,131968,1,0.0,0
asp.net-mvc,131971,2,0.5,0
asp.net-mvc,900,0,0,1
asp.net-mvc,905,27,5.92592592593,20
asp.net-mvc,906,1,1.0,0
asp.net-mvc,908,2,1.5,0
asp.net-mvc,909,13,6.07692307692,9
asp.net-mvc,918414,3,2.33333333333,1
asp.net-mvc,914,1,3.0,0
asp.net-mvc,920,2,0.5,0
asp.net-mvc,65691,1,0.0,0
asp.net-mvc,932,1,1.0,2
asp.net-mvc,656293,1,3.0,0
asp.net-mvc,936,3,1.0,1
asp.net-mvc,1311659,1,2.0,0
asp.net-mvc,940,1,1.0,0
asp.net-mvc,945,2,1.0,0
asp.net-mvc,132019,1,0.0,0
asp.net-mvc,656311,1,1.0,0
asp.net-mvc,952,2,0.0,0
asp.net-mvc,956,1,2.0,0
asp.net-mvc,263104,2,1.0,0
asp.net-mvc,394177,1,0.0,0
asp.net-mvc,394178,1,1.0,0
asp.net-mvc,525251,4,0.5,1
asp.net-mvc,966,1,0.0,1
asp.net-mvc,968,1,4.0,0
asp.net-mvc,971,24,2.79166666667,10
asp.net-mvc,1180620,2,1.5,0
asp.net-mvc,978,1,0.0,0
asp.net-mvc,981,3,4.66666666667,0
asp.net-mvc,982,1,0.0,2
asp.net-mvc,984,4,2.25,2
asp.net-mvc,987,8,4.0,3
asp.net-mvc,525278,2,6.5,2
asp.net-mvc,132068,1,20.0,0
asp.net-mvc,656366,1,0.0,0
asp.net-mvc,1010,0,0,1
asp.net-mvc,1013,2,2.0,2
asp.net-mvc,1014,0,0,1
asp.net-mvc,1016,1,0.0,0
asp.net-mvc,263170,1,1.0,0
asp.net-mvc,263178,3,1.33333333333,0
asp.net-mvc,1039,1,0.0,0
asp.net-mvc,1048,1,0.0,1
asp.net-mvc,656412,1,2.0,0
asp.net-mvc,1053,2,1.5,3
asp.net-mvc,655536,1,0.0,0
asp.net-mvc,1060,2,9.0,1
asp.net-mvc,656421,1,0.0,1
asp.net-mvc,132137,2,3.0,0
asp.net-mvc,656426,1,0.0,0
asp.net-mvc,1070,21,2.38095238095,19
asp.net-mvc,1075,1,9.0,0
asp.net-mvc,263223,1,0.0,0
asp.net-mvc,1442874,0,0,1
asp.net-mvc,132159,1,1.0,0
asp.net-mvc,1097,3,8.33333333333,3
asp.net-mvc,918608,1,1.0,1
asp.net-mvc,394322,1,0.0,0
asp.net-mvc,263251,34,1.05882352941,11
asp.net-mvc,132183,1,0.0,0
asp.net-mvc,1114,1,37.0,0
asp.net-mvc,1116,9,1.33333333333,0
asp.net-mvc,1117,53,5.92452830189,7
asp.net-mvc,1122,22,1.81818181818,5
asp.net-mvc,1124,8,15.875,4
asp.net-mvc,1131,1,1.0,0
asp.net-mvc,394348,1,2.0,3
asp.net-mvc,1143,1,4.0,2
asp.net-mvc,1144,1,1.0,0
asp.net-mvc,1149,1,3.0,1
asp.net-mvc,1151,27,3.88888888889,1
asp.net-mvc,1153,4,6.25,1
asp.net-mvc,1154,7,1.28571428571,2
asp.net-mvc,1175,0,0,1
asp.net-mvc,1178,1,0.0,0
asp.net-mvc,1180828,1,1.0,0
asp.net-mvc,918685,1,16.0,0
asp.net-mvc,1185,1,1.0,2
asp.net-mvc,1193,1,1.0,0
asp.net-mvc,1194,1,0.0,0
asp.net-mvc,1196,2,1.0,0
asp.net-mvc,1200,2,2.0,0
asp.net-mvc,786632,0,0,2
asp.net-mvc,1203,10,2.3,0
asp.net-mvc,918708,1,1.0,0
asp.net-mvc,1208,2,3.5,0
asp.net-mvc,525499,16,2.0,2
asp.net-mvc,1212,1,2.0,0
asp.net-mvc,1215,7,0.571428571429,1
asp.net-mvc,263362,11,0.636363636364,8
asp.net-mvc,1219,0,0,3
asp.net-mvc,1220,8,8.75,7
asp.net-mvc,263366,1,0.0,3
asp.net-mvc,1226,0,0,1
asp.net-mvc,1228,106,4.67924528302,121
asp.net-mvc,1231,4,2.75,0
asp.net-mvc,1237,5,1.6,5
asp.net-mvc,525530,2,1.5,0
asp.net-mvc,1245,1,1.0,0
asp.net-mvc,656606,3,0.0,1
asp.net-mvc,1249,8,4.25,7
asp.net-mvc,1254,1,6.0,1
asp.net-mvc,656622,1,5.0,0
asp.net-mvc,1265,0,0,1
asp.net-mvc,656628,1,0.0,0
asp.net-mvc,132341,1,6.0,1
asp.net-mvc,525558,18,1.22222222222,18
asp.net-mvc,394487,0,0,5
asp.net-mvc,1278,5,1.0,2
asp.net-mvc,1282,5,1.8,0
asp.net-mvc,1284,3,0.666666666667,2
asp.net-mvc,1312005,1,4.0,0
asp.net-mvc,1288,1,16.0,13
asp.net-mvc,1291,0,0,1
asp.net-mvc,132364,12,1.0,2
asp.net-mvc,1296,1,2.0,1
asp.net-mvc,1297,0,0,2
asp.net-mvc,1300,9,3.0,3
asp.net-mvc,132374,2,10.0,2
asp.net-mvc,1312027,0,0,1
asp.net-mvc,1310,1,2.0,0
asp.net-mvc,263457,1,0.0,0
asp.net-mvc,263460,1,3.0,0
asp.net-mvc,1319,1,0.0,0
asp.net-mvc,1321,1,3.0,0
asp.net-mvc,263467,0,0,1
asp.net-mvc,1334,1,2.0,1
asp.net-mvc,1335,1,1.0,1
asp.net-mvc,1336,5,3.2,0
asp.net-mvc,1337,0,0,1
asp.net-mvc,1338,17,1.70588235294,7
asp.net-mvc,1048799,3,5.0,2
asp.net-mvc,1341,1,3.0,0
asp.net-mvc,1344,5,0.2,7
asp.net-mvc,918850,1,2.0,1
asp.net-mvc,525636,1,10.0,0
asp.net-mvc,1349,3,0.666666666667,0
asp.net-mvc,918858,0,0,1
asp.net-mvc,787793,1,1.0,0
asp.net-mvc,132437,6,2.16666666667,0
asp.net-mvc,1367,0,0,1
asp.net-mvc,132442,1,0.0,0
asp.net-mvc,525660,1,1.0,0
asp.net-mvc,1375,10,3.7,7
asp.net-mvc,394593,1,0.0,0
asp.net-mvc,394594,1,0.0,0
asp.net-mvc,1380,25,1.68,22
asp.net-mvc,263525,1,0.0,4
asp.net-mvc,263526,1,0.0,0
asp.net-mvc,568209,1,2.0,0
asp.net-mvc,1574248,4,1.75,0
asp.net-mvc,132461,1,1.0,1
asp.net-mvc,232,1,0.0,0
asp.net-mvc,394616,2,1.0,0
asp.net-mvc,132474,0,0,1
asp.net-mvc,1405,5,10.2,3
asp.net-mvc,656766,1,0.0,0
asp.net-mvc,1407,32,6.8125,8
asp.net-mvc,394624,1,1.0,0
asp.net-mvc,1414,1,2.0,0
asp.net-mvc,2622856,1,1.0,0
asp.net-mvc,787856,0,0,1
asp.net-mvc,525714,0,0,1
asp.net-mvc,874051,6,0.833333333333,0
asp.net-mvc,1432,0,0,2
asp.net-mvc,1433,1,4.0,0
asp.net-mvc,327919,6,0.5,0
asp.net-mvc,132509,1,4.0,0
asp.net-mvc,787877,1,18.0,0
asp.net-mvc,787878,0,0,1
asp.net-mvc,1450,1,0.0,3
asp.net-mvc,1453,4,0.25,5
asp.net-mvc,132527,1,2.0,0
asp.net-mvc,1456,5,3.0,0
asp.net-mvc,787893,1,1.0,0
asp.net-mvc,1463,4,9.0,5
asp.net-mvc,1469,3,3.33333333333,2
asp.net-mvc,1470,0,0,2
asp.net-mvc,1312195,1,0.0,0
asp.net-mvc,1483,1,7.0,1
asp.net-mvc,1312208,0,0,2
asp.net-mvc,525780,1,399.0,0
asp.net-mvc,1494,1,0.0,0
asp.net-mvc,1497,2,1.5,0
asp.net-mvc,1500,0,0,1
asp.net-mvc,263651,3,1.33333333333,3
asp.net-mvc,1509,5,0.4,1
asp.net-mvc,525798,1,0.0,0
asp.net-mvc,132585,1,3.0,0
asp.net-mvc,263658,0,0,1
asp.net-mvc,1517,1,0.0,0
asp.net-mvc,525811,8,0.875,5
asp.net-mvc,132596,5,1.6,0
asp.net-mvc,787958,1,0.0,0
asp.net-mvc,132599,4,7.25,3
asp.net-mvc,1312250,1,2.0,0
asp.net-mvc,263681,8,1.375,8
asp.net-mvc,1538,0,0,3
asp.net-mvc,525828,1,0.0,0
asp.net-mvc,1545,0,0,1
asp.net-mvc,1574410,1,1.0,0
asp.net-mvc,1549,2,7.5,0
asp.net-mvc,1550,0,0,1
asp.net-mvc,1551,3,2.33333333333,4
asp.net-mvc,1554,72,6.98611111111,37
asp.net-mvc,1559,1,2.0,1
asp.net-mvc,1560,1,0.0,0
asp.net-mvc,132639,1,17.0,0
asp.net-mvc,1573,2,4.0,0
asp.net-mvc,1574,34,3.73529411765,7
asp.net-mvc,132648,1,1.0,0
asp.net-mvc,1580,1,0.0,0
asp.net-mvc,1583,95,2.78947368421,124
asp.net-mvc,1591,2,0.5,1
asp.net-mvc,1592,1,0.0,3
asp.net-mvc,1603,3,2.0,0
asp.net-mvc,1610,1,9.0,3
asp.net-mvc,132684,0,0,1
asp.net-mvc,1615,0,0,1
asp.net-mvc,1616,1,0.0,0
asp.net-mvc,132690,1,1.0,0
asp.net-mvc,788051,1,9.0,1
asp.net-mvc,1620,1,0.0,0
asp.net-mvc,394837,0,0,1
asp.net-mvc,132695,13,0.538461538462,15
asp.net-mvc,1625,2,0.5,0
asp.net-mvc,1627,0,0,1
asp.net-mvc,1629,1,2.0,1
asp.net-mvc,1633,2,0.5,0
asp.net-mvc,394850,2,4.0,3
asp.net-mvc,1635,3,1.66666666667,0
asp.net-mvc,394855,0,0,1
asp.net-mvc,525930,1,1.0,0
asp.net-mvc,1644,8,6.625,5
asp.net-mvc,394862,1,0.0,0
asp.net-mvc,525940,0,0,1
asp.net-mvc,132728,3,1.33333333333,3
asp.net-mvc,1659,4,1.75,2
asp.net-mvc,1660,1,1.0,0
asp.net-mvc,263806,1,0.0,0
asp.net-mvc,1664,0,0,1
asp.net-mvc,657025,1,1.0,0
asp.net-mvc,1672,4,2.0,0
asp.net-mvc,1675,1,3.0,0
asp.net-mvc,132748,1,0.0,0
asp.net-mvc,1677,2,1.0,0
asp.net-mvc,541208,0,0,1
asp.net-mvc,1680,1,1.0,0
asp.net-mvc,43701,0,0,1
asp.net-mvc,132754,1,0.0,0
asp.net-mvc,132756,0,0,2
asp.net-mvc,1685,7,2.28571428571,0
asp.net-mvc,1312410,1,1.0,0
asp.net-mvc,1692,1,2.0,2
asp.net-mvc,1443485,1,2.0,0
asp.net-mvc,1694,1,36.0,0
asp.net-mvc,1695,3,2.66666666667,0
asp.net-mvc,349808,1,1.0,0
asp.net-mvc,1443490,0,0,5
asp.net-mvc,1701,2,5.5,0
asp.net-mvc,1710,5,3.4,0
asp.net-mvc,1712,3,1.0,2
asp.net-mvc,526008,4,3.5,0
asp.net-mvc,1727,2,5.5,1
asp.net-mvc,394949,8,0.875,1
asp.net-mvc,1734,1,0.0,2
asp.net-mvc,1736,4,9.75,0
asp.net-mvc,1737,0,0,1
asp.net-mvc,1738,3,2.0,1
asp.net-mvc,1740,2,17.5,0
asp.net-mvc,8787,0,0,1
asp.net-mvc,1747,0,0,2
asp.net-mvc,263895,0,0,1
asp.net-mvc,1752,3,0.0,1
asp.net-mvc,1753,1,1.0,0
asp.net-mvc,1754,4,6.0,0
asp.net-mvc,1755,15,0.933333333333,4
asp.net-mvc,1758,2,2.0,1
asp.net-mvc,1762,28,1.17857142857,6
asp.net-mvc,1763,1,0.0,0
asp.net-mvc,1768,11,2.18181818182,4
asp.net-mvc,1769,0,0,1
asp.net-mvc,132845,2,0.5,0
asp.net-mvc,1775,0,0,1
asp.net-mvc,1776,1,4.0,0
asp.net-mvc,132850,2,1.0,0
asp.net-mvc,1782,4,5.0,4
asp.net-mvc,1786,74,4.77027027027,46
asp.net-mvc,1790,3,21.3333333333,16
asp.net-mvc,1793,1,1.0,0
asp.net-mvc,1796,39,3.66666666667,69
asp.net-mvc,263943,6,5.0,3
asp.net-mvc,1800,1,11.0,0
asp.net-mvc,1801,6,0.666666666667,1
asp.net-mvc,395022,1,2.0,1
asp.net-mvc,1810,1,1.0,0
asp.net-mvc,1812,14,2.42857142857,3
asp.net-mvc,1312533,4,0.25,0
asp.net-mvc,657174,2,0.0,0
asp.net-mvc,1818,1,1.0,0
asp.net-mvc,1820,1,11.0,2
asp.net-mvc,43994,1,1.0,0
asp.net-mvc,1312544,3,1.33333333333,0
asp.net-mvc,1826,6,0.833333333333,0
asp.net-mvc,788260,8,8.0,26
asp.net-mvc,1831,72,3.63888888889,64
asp.net-mvc,395049,2,0.0,1
asp.net-mvc,1834,7,2.28571428571,4
asp.net-mvc,1836,0,0,1
asp.net-mvc,1050413,7,0.714285714286,0
asp.net-mvc,132910,20,0.95,19
asp.net-mvc,526127,2,0.0,0
asp.net-mvc,307,2,2.0,1
asp.net-mvc,132917,2,1.0,2
asp.net-mvc,657212,1,3.0,0
asp.net-mvc,1855,1,-19.0,0
asp.net-mvc,1862,5,2.0,3
asp.net-mvc,1865,0,0,1
asp.net-mvc,919376,1,2.0,0
asp.net-mvc,1874,1,0.0,0
asp.net-mvc,1875,10,6.8,11
asp.net-mvc,264020,41,0.658536585366,51
asp.net-mvc,264022,1,0.0,0
asp.net-mvc,1880,27,1.85185185185,9
asp.net-mvc,1882,2,2.0,0
asp.net-mvc,1886,6,0.5,12
asp.net-mvc,264031,1,1.0,1
asp.net-mvc,526176,0,0,2
asp.net-mvc,1889,0,0,1
asp.net-mvc,1896,0,0,1
asp.net-mvc,1904,12,0.833333333333,4
asp.net-mvc,1907,4,1.0,2
asp.net-mvc,1908,4,9.25,2
asp.net-mvc,395126,0,0,3
asp.net-mvc,132985,1,4.0,0
asp.net-mvc,1420266,1,0.0,0
asp.net-mvc,657279,1,2.0,4
asp.net-mvc,1921,3,1.0,0
asp.net-mvc,1922,1,1.0,0
asp.net-mvc,395141,4,0.75,1
asp.net-mvc,1926,1,0.0,0
asp.net-mvc,1836935,13,1.84615384615,0
asp.net-mvc,1050504,1,1.0,0
asp.net-mvc,1929,3,0.0,0
asp.net-mvc,1312652,1,1.0,0
asp.net-mvc,1934,1,2.0,0
asp.net-mvc,1942,9,3.22222222222,1
asp.net-mvc,1944,1,10.0,0
asp.net-mvc,1946,14,3.64285714286,5
asp.net-mvc,133021,1,7.0,0
asp.net-mvc,395166,1,2.0,1
asp.net-mvc,395169,1,0.0,0
asp.net-mvc,1443747,1,1.0,0
asp.net-mvc,1960,4,9.75,0
asp.net-mvc,1965,14,2.57142857143,5
asp.net-mvc,1968,3,1.66666666667,2
asp.net-mvc,1970,1,4.0,0
asp.net-mvc,1975,4,2.5,8
asp.net-mvc,1976,1,1.0,0
asp.net-mvc,1980,5,2.4,3
asp.net-mvc,395198,2,1.0,0
asp.net-mvc,961526,58,1.86206896552,37
asp.net-mvc,1993,1,0.0,0
asp.net-mvc,1181642,1,0.0,0
asp.net-mvc,1999,1,10.0,1
asp.net-mvc,788436,1,0.0,0
asp.net-mvc,2005,1,1.0,0
asp.net-mvc,133078,1,0.0,0
asp.net-mvc,2009,8,0.75,12
asp.net-mvc,2012,1,3.0,0
asp.net-mvc,2017,19,0.631578947368,4
asp.net-mvc,526308,1,1.0,0
asp.net-mvc,133098,1,0.0,0
asp.net-mvc,2029,3,0.333333333333,3
asp.net-mvc,2034,4,1.25,2
asp.net-mvc,2038,0,0,1
asp.net-mvc,395255,2,1.5,4
asp.net-mvc,264184,1,0.0,0
asp.net-mvc,2041,1,2.0,0
asp.net-mvc,919547,2,1.5,1
asp.net-mvc,2047,2,1.5,2
asp.net-mvc,1837056,1,2.0,0
asp.net-mvc,342,2,1.5,0
asp.net-mvc,1574931,1,1.0,1
asp.net-mvc,2072,0,0,1
asp.net-mvc,657433,1,7.0,0
